STT;Tinh_Thanh;Phuong_Xa;Dia_Chi_Cu_The;Ma_San_Pham;Ten_San_Pham;Nhom_Hang;So_Luong;Don_Gia ;Ty_Le_Giam_Gia; Tien_Giam ;Tong_Hang ;Tong_Thanh_Toan ;Tan_suat_mua_hang ;Thuong_Hieu;Danh_Muc
123;TP. Hồ Chí Minh;Phường Tân Định;157-159 Nguyễn Thị Minh Khai (Phong Vũ);SP005;Xiaomi Redmi Note 13;Đồ điện tử;3;4.990.000;3;449;14.970.000;16.018.000;20;Xiaomi;Điện thoại
124;Vĩnh Long;Phường 1;33/1 Phạm Thái Bường, TP. Vĩnh Long (Thế Giới Di Động);SP002;Samsung Galaxy S24;Đồ điện tử;1;18.990.000;15;2.848.000;18.990.000;17.786.000;20;Samsung;Điện thoại
125;TP. Hồ Chí Minh;Phường Võ Thị Sáu;202 Nguyễn Thị Minh Khai (FPT Shop);SP011;Tai nghe AirPods 3;Đồ điện tử;1;3.990.000;0;0;3.990.000;4.414.000;12;Apple;Tai nghe
126;TP. Hồ Chí Minh;Phường Võ Thị Sáu;202 Nguyễn Thị Minh Khai (FPT Shop);SP013;Tai nghe Xiaomi Redmi Buds 5;Đồ điện tử;5;990;1;495;4.950.000;4.936.000;20;Xiaomi;Tai nghe
127;TP. Hồ Chí Minh;Phường 14;55B Trần Quang Khải (CellphoneS);SP006;Xiaomi Pad 6;Đồ điện tử;2;7.990.000;5;799;15.980.000;16.734.000;20;Xiaomi;Máy tính bảng
128;Đồng Nai;Phường Tân Tiến;389 Phạm Văn Thuận (Di Động Việt);SP003;iPhone 15;Đồ điện tử;4;19.990.000;5;3.998.000;79.960.000;83.588.000;20;Apple;Điện thoại
129;Tây Ninh;Phường Trảng Bàng;152 QL22, Trảng Bàng (CellphoneS);SP021;Sạc nhanh Anker 20W;Đồ điện tử;10;350;2;700;3.500.000;3.125.000;13;Anker;Phụ kiện
130;TP. Hồ Chí Minh;Phường Bến Thành;136 Nguyễn Thái Học (Thế Giới Di Động);SP006;Xiaomi Pad 6;Đồ điện tử;2;7.990.000;12;1.918.000;15.980.000;15.503.000;20;Xiaomi;Máy tính bảng
131;Đồng Nai;Phường Quyết Thắng;9-10 Đồng Khởi (Phong Vũ);SP025;Máy in Canon LBP 2900;Đồ điện tử;2;4.290.000;12;1.030.000;8.580.000;8.350.000;20;Canon;Máy in
132;Đồng Nai;Phường Tân Tiến;389 Phạm Văn Thuận (Di Động Việt);SP005;Xiaomi Redmi Note 13;Đồ điện tử;1;4.990.000;3;150;4.990.000;5.352.000;17;Xiaomi;Điện thoại
133;Đồng Tháp;Phường 2;89 Hùng Vương, TP. Sa Đéc (FPT Shop);SP010;Laptop Asus Vivobook 15;Đồ điện tử;4;12.990.000;0;0;51.960.000;57.186.000;4;Asus;Laptop
134;Đồng Nai;Phường Tân Tiến;389 Phạm Văn Thuận (Di Động Việt);SP021;Sạc nhanh Anker 20W;Đồ điện tử;1;350;15;52;350;356;20;Anker;Phụ kiện
135;An Giang;Phường Châu Phú A;42 Nguyễn Huệ, TP. Châu Đốc (CellphoneS);SP017;Màn hình Dell 24 inch;Đồ điện tử;1;3.290.000;3;99;3.290.000;3.528.000;20;Dell;Màn hình
136;Đồng Nai;Phường Tân Tiến;389 Phạm Văn Thuận (Di Động Việt);SP009;Laptop HP Pavilion 14;Đồ điện tử;2;15.990.000;2;6.396.000;31.980.000;28.167.000;20;HP;Laptop
137;TP. Hồ Chí Minh;Phường Tân Định;157-159 Nguyễn Thị Minh Khai (Phong Vũ);SP012;Tai nghe Samsung Galaxy Buds FE;Đồ điện tử;2;1.590.000;12;382;3.180.000;3.103.000;20;Samsung;Tai nghe
138;Cần Thơ;Phường An Khánh;132 Đường 3 Tháng 2 (Thế Giới Di Động);SP009;Laptop HP Pavilion 14;Đồ điện tử;1;15.990.000;1;1.599.000;15.990.000;15.848.000;20;HP;Laptop
139;Đồng Nai;Phường Quyết Thắng;9-10 Đồng Khởi (Phong Vũ);SP025;Máy in Canon LBP 2900;Đồ điện tử;4;4.290.000;12;2.059.000;17.160.000;16.656.000;20;Canon;Máy in
140;TP. Hồ Chí Minh;Phường Phạm Ngũ Lão;3A Lê Lai (Di Động Việt);SP011;Tai nghe AirPods 3;Đồ điện tử;1;3.990.000;2;798;3.990.000;3.541.000;20;Apple;Tai nghe
141;Cà Mau;Phường 7;20 Nguyễn Trãi, TP. Cà Mau (CellphoneS);SP005;Xiaomi Redmi Note 13;Đồ điện tử;5;4.990.000;0;0;24.950.000;27.473.000;20;Xiaomi;Điện thoại
142;TP. Hồ Chí Minh;Phường Tân Định;157-159 Nguyễn Thị Minh Khai (Phong Vũ);SP019;Bàn phím Logitech K380;Đồ điện tử;4;690;5;138;2.760.000;2.902.000;20;Logitech;Phụ kiện
143;TP. Hồ Chí Minh;Phường Tân Định;157-159 Nguyễn Thị Minh Khai (Phong Vũ);SP010;Laptop Asus Vivobook 15;Đồ điện tử;5;12.990.000;0;0;64.950.000;71.490.000;20;Asus;Laptop
144;TP. Hồ Chí Minh;Phường 14;55B Trần Quang Khải (CellphoneS);SP001;Samsung Galaxy A15;Đồ điện tử;1;4.590.000;15;688;4.590.000;4.327.000;2;Samsung;Điện thoại
145;Vĩnh Long;Phường 2;12 Lê Thái Tổ, TP. Vĩnh Long (FPT Shop);SP001;Samsung Galaxy A15;Đồ điện tử;1;4.590.000;2;918;4.590.000;4.057.000;20;Samsung;Điện thoại
146;Tây Ninh;Phường 1;464 Đường 30 Tháng 4, TP. Tây Ninh (FPT Shop);SP020;Ổ cứng SSD Kingston 500GB;Đồ điện tử;2;1.190.000;12;286;2.380.000;2.321.000;1;Kingston;Linh kiện
147;Vĩnh Long;Phường 1;33/1 Phạm Thái Bường, TP. Vĩnh Long (Thế Giới Di Động);SP011;Tai nghe AirPods 3;Đồ điện tử;4;3.990.000;7;1.117.000;15.960.000;16.357.000;18;Apple;Tai nghe
148;Cà Mau;Phường 6;84 Phan Ngọc Hiển, TP. Cà Mau (FPT Shop);SP015;Smart TV Samsung 43 inch;Đồ điện tử;4;7.990.000;0;0;31.960.000;35.196.000;20;Samsung;Tivi
149;Vĩnh Long;Phường 1;33/1 Phạm Thái Bường, TP. Vĩnh Long (Thế Giới Di Động);SP010;Laptop Asus Vivobook 15;Đồ điện tử;1;12.990.000;5;650;12.990.000;13.602.000;20;Asus;Laptop
150;Vĩnh Long;Phường 1;33/1 Phạm Thái Bường, TP. Vĩnh Long (Thế Giới Di Động);SP010;Laptop Asus Vivobook 15;Đồ điện tử;1;12.990.000;0;0;12.990.000;14.324.000;20;Asus;Laptop
151;Đồng Nai;Phường Quyết Thắng;9-10 Đồng Khởi (Phong Vũ);SP020;Ổ cứng SSD Kingston 500GB;Đồ điện tử;2;1.190.000;3;71;2.380.000;2.565.000;20;Kingston;Linh kiện
152;Cà Mau;Phường 6;84 Phan Ngọc Hiển, TP. Cà Mau (FPT Shop);SP003;iPhone 15;Đồ điện tử;1;19.990.000;5;1.000.000;19.990.000;20.917.000;19;Apple;Điện thoại
153;TP. Hồ Chí Minh;Phường Tân Định;157-159 Nguyễn Thị Minh Khai (Phong Vũ);SP023;Apple Watch SE;Đồ điện tử;2;5.990.000;1;1.198.000;11.980.000;11.900.000;20;Apple;Đồng hồ thông minh
154;TP. Hồ Chí Minh;Phường Võ Thị Sáu;202 Nguyễn Thị Minh Khai (FPT Shop);SP023;Apple Watch SE;Đồ điện tử;3;5.990.000;5;898;17.970.000;18.807.000;20;Apple;Đồng hồ thông minh
155;Cà Mau;Phường 7;20 Nguyễn Trãi, TP. Cà Mau (CellphoneS);SP009;Laptop HP Pavilion 14;Đồ điện tử;3;15.990.000;0;0;47.970.000;52.807.000;20;HP;Laptop
156;Đồng Nai;Phường Quyết Thắng;9-10 Đồng Khởi (Phong Vũ);SP002;Samsung Galaxy S24;Đồ điện tử;1;18.990.000;1;1.899.000;18.990.000;18.818.000;20;Samsung;Điện thoại
157;Đồng Tháp;Phường 1;239 Nguyễn Huệ, TP. Cao Lãnh (Thế Giới Di Động);SP018;Chuột Logitech M331;Đồ điện tử;1;390;7;27;390;434;20;Logitech;Phụ kiện
158;Đồng Tháp;Phường Mỹ Phú;156 Điện Biên Phủ, TP. Cao Lãnh (CellphoneS);SP019;Bàn phím Logitech K380;Đồ điện tử;1;690;7;48;690;751;20;Logitech;Phụ kiện
159;Đồng Tháp;Phường 2;89 Hùng Vương, TP. Sa Đéc (FPT Shop);SP024;Samsung Galaxy Watch6;Đồ điện tử;3;5.490.000;0;0;16.470.000;18.157.000;20;Samsung;Đồng hồ thông minh
160;Tây Ninh;Phường 3;921 Cách Mạng Tháng 8, TP. Tây Ninh (Thế Giới Di Động);SP015;Smart TV Samsung 43 inch;Đồ điện tử;4;7.990.000;3;959;31.960.000;34.119.000;20;Samsung;Tivi
161;TP. Hồ Chí Minh;Phường Bến Thành;136 Nguyễn Thái Học (Thế Giới Di Động);SP019;Bàn phím Logitech K380;Đồ điện tử;3;690;12;248;2.070.000;2.026.000;3;Logitech;Phụ kiện
162;Tây Ninh;Phường 3;921 Cách Mạng Tháng 8, TP. Tây Ninh (Thế Giới Di Động);SP001;Samsung Galaxy A15;Đồ điện tử;1;4.590.000;2;918;4.590.000;4.061.000;20;Samsung;Điện thoại
163;TP. Hồ Chí Minh;Phường Tân Định;157-159 Nguyễn Thị Minh Khai (Phong Vũ);SP022;Cáp sạc Type-C Anker;Đồ điện tử;1;190;5;10;190;233;20;Anker;Phụ kiện
164;TP. Hồ Chí Minh;Phường Bến Thành;136 Nguyễn Thái Học (Thế Giới Di Động);SP013;Tai nghe Xiaomi Redmi Buds 5;Đồ điện tử;1;990;3;30;990;1.086.000;20;Xiaomi;Tai nghe
165;TP. Hồ Chí Minh;Phường 14;55B Trần Quang Khải (CellphoneS);SP006;Xiaomi Pad 6;Đồ điện tử;1;7.990.000;3;240;7.990.000;8.543.000;20;Xiaomi;Máy tính bảng
166;Đồng Nai;Phường Tân Tiến;389 Phạm Văn Thuận (Di Động Việt);SP014;Loa Bluetooth JBL Go 4;Đồ điện tử;1;1.190.000;0;0;1.190.000;1.327.000;20;JBL;Loa
167;Tây Ninh;Phường 3;921 Cách Mạng Tháng 8, TP. Tây Ninh (Thế Giới Di Động);SP026;Camera Xiaomi C300;Đồ điện tử;2;990;0;0;1.980.000;2.213.000;20;Xiaomi;Camera
168;TP. Hồ Chí Minh;Phường Tân Định;157-159 Nguyễn Thị Minh Khai (Phong Vũ);SP013;Tai nghe Xiaomi Redmi Buds 5;Đồ điện tử;3;990;12;356;2.970.000;2.897.000;6;Xiaomi;Tai nghe
169;An Giang;Phường Châu Phú A;42 Nguyễn Huệ, TP. Châu Đốc (CellphoneS);SP025;Máy in Canon LBP 2900;Đồ điện tử;2;4.290.000;0;0;8.580.000;9.466.000;20;Canon;Máy in
170;TP. Hồ Chí Minh;Phường Tân Định;157-159 Nguyễn Thị Minh Khai (Phong Vũ);SP002;Samsung Galaxy S24;Đồ điện tử;1;18.990.000;1;1.899.000;18.990.000;18.822.000;20;Samsung;Điện thoại
171;TP. Hồ Chí Minh;Phường Bến Thành;136 Nguyễn Thái Học (Thế Giới Di Động);SP010;Laptop Asus Vivobook 15;Đồ điện tử;3;12.990.000;0;0;38.970.000;42.907.000;20;Asus;Laptop
172;Đồng Nai;Phường Tân Tiến;389 Phạm Văn Thuận (Di Động Việt);SP011;Tai nghe AirPods 3;Đồ điện tử;1;3.990.000;5;200;3.990.000;4.209.000;20;Apple;Tai nghe
173;Tây Ninh;Phường 3;921 Cách Mạng Tháng 8, TP. Tây Ninh (Thế Giới Di Động);SP014;Loa Bluetooth JBL Go 4;Đồ điện tử;2;1.190.000;5;119;2.380.000;2.512.000;18;JBL;Loa
174;An Giang;Phường Châu Phú A;42 Nguyễn Huệ, TP. Châu Đốc (CellphoneS);SP007;MacBook Air M2;Đồ điện tử;1;23.990.000;1;2.399.000;23.990.000;23.775.000;20;Apple;Laptop
175;Đồng Nai;Phường Trung Dũng;240 Đồng Khởi (FPT Shop);SP003;iPhone 15;Đồ điện tử;3;19.990.000;5;2.998.000;59.970.000;62.704.000;20;Apple;Điện thoại
176;Đồng Nai;Phường Quyết Thắng;9-10 Đồng Khởi (Phong Vũ);SP018;Chuột Logitech M331;Đồ điện tử;2;390;1;78;780;812;20;Logitech;Phụ kiện
177;Đồng Tháp;Phường Mỹ Phú;156 Điện Biên Phủ, TP. Cao Lãnh (CellphoneS);SP019;Bàn phím Logitech K380;Đồ điện tử;2;690;3;41;1.380.000;1.503.000;20;Logitech;Phụ kiện
178;Cà Mau;Phường 7;20 Nguyễn Trãi, TP. Cà Mau (CellphoneS);SP016;Smart TV LG 55 inch;Đồ điện tử;1;11.990.000;0;0;11.990.000;13.217.000;20;LG;Tivi
179;Cần Thơ;Phường Ninh Kiều;118 Đường 3 Tháng 2 (FPT Shop);SP020;Ổ cứng SSD Kingston 500GB;Đồ điện tử;1;1.190.000;0;0;1.190.000;1.349.000;12;Kingston;Linh kiện
180;Cần Thơ;Phường Xuân Khánh;24B Nguyễn Trãi (Di Động Việt);SP024;Samsung Galaxy Watch6;Đồ điện tử;1;5.490.000;12;659;5.490.000;5.359.000;20;Samsung;Đồng hồ thông minh
181;Cần Thơ;Phường Xuân Khánh;24B Nguyễn Trãi (Di Động Việt);SP022;Cáp sạc Type-C Anker;Đồ điện tử;1;190;0;0;190;254;20;Anker;Phụ kiện
182;TP. Hồ Chí Minh;Phường Bến Thành;136 Nguyễn Thái Học (Thế Giới Di Động);SP004;iPhone 14;Đồ điện tử;5;16.990.000;7;5.947.000;84.950.000;86.921.000;8;Apple;Điện thoại
183;Đồng Nai;Phường Quyết Thắng;9-10 Đồng Khởi (Phong Vũ);SP026;Camera Xiaomi C300;Đồ điện tử;6;990;0;0;5.940.000;6.574.000;20;Xiaomi;Camera
184;Đồng Tháp;Phường 1;239 Nguyễn Huệ, TP. Cao Lãnh (Thế Giới Di Động);SP025;Máy in Canon LBP 2900;Đồ điện tử;1;4.290.000;2;858;4.290.000;3.805.000;1;Canon;Máy in
185;TP. Hồ Chí Minh;Phường Bến Thành;136 Nguyễn Thái Học (Thế Giới Di Động);SP010;Laptop Asus Vivobook 15;Đồ điện tử;4;12.990.000;15;7.794.000;51.960.000;48.601.000;20;Asus;Laptop
186;Đồng Tháp;Phường 2;89 Hùng Vương, TP. Sa Đéc (FPT Shop);SP015;Smart TV Samsung 43 inch;Đồ điện tử;3;7.990.000;15;3.596.000;23.970.000;22.436.000;20;Samsung;Tivi
187;Vĩnh Long;Phường 2;12 Lê Thái Tổ, TP. Vĩnh Long (FPT Shop);SP008;Laptop Dell Inspiron 15;Đồ điện tử;1;13.990.000;0;0;13.990.000;15.434.000;20;Dell;Laptop
188;TP. Hồ Chí Minh;Phường Võ Thị Sáu;202 Nguyễn Thị Minh Khai (FPT Shop);SP015;Smart TV Samsung 43 inch;Đồ điện tử;1;7.990.000;5;400;7.990.000;8.374.000;20;Samsung;Tivi
189;TP. Hồ Chí Minh;Phường Tân Định;157-159 Nguyễn Thị Minh Khai (Phong Vũ);SP011;Tai nghe AirPods 3;Đồ điện tử;1;3.990.000;1;399;3.990.000;3.985.000;20;Apple;Tai nghe
190;Cần Thơ;Phường An Khánh;132 Đường 3 Tháng 2 (Thế Giới Di Động);SP021;Sạc nhanh Anker 20W;Đồ điện tử;1;350;2;70;350;338;20;Anker;Phụ kiện
191;An Giang;Phường Mỹ Bình;311 Trần Hưng Đạo, TP. Long Xuyên (Thế Giới Di Động);SP008;Laptop Dell Inspiron 15;Đồ điện tử;2;13.990.000;12;3.358.000;27.980.000;27.109.000;20;Dell;Laptop
192;Vĩnh Long;Phường 1;33/1 Phạm Thái Bường, TP. Vĩnh Long (Thế Giới Di Động);SP021;Sạc nhanh Anker 20W;Đồ điện tử;1;350;12;42;350;364;1;Anker;Phụ kiện
193;Cà Mau;Phường 5;12 Trần Hưng Đạo, TP. Cà Mau (Thế Giới Di Động);SP007;MacBook Air M2;Đồ điện tử;6;23.990.000;15;21.591.000;143.940.000;134.614.000;20;Apple;Laptop
194;TP. Hồ Chí Minh;Phường Tân Định;157-159 Nguyễn Thị Minh Khai (Phong Vũ);SP025;Máy in Canon LBP 2900;Đồ điện tử;2;4.290.000;5;429;8.580.000;8.996.000;20;Canon;Máy in
195;Đồng Tháp;Phường 1;239 Nguyễn Huệ, TP. Cao Lãnh (Thế Giới Di Động);SP020;Ổ cứng SSD Kingston 500GB;Đồ điện tử;2;1.190.000;3;71;2.380.000;2.568.000;20;Kingston;Linh kiện
196;Đồng Nai;Phường Trung Dũng;240 Đồng Khởi (FPT Shop);SP014;Loa Bluetooth JBL Go 4;Đồ điện tử;1;1.190.000;2;238;1.190.000;1.075.000;20;JBL;Loa
197;Cần Thơ;Phường Ninh Kiều;118 Đường 3 Tháng 2 (FPT Shop);SP013;Tai nghe Xiaomi Redmi Buds 5;Đồ điện tử;1;990;12;119;990;980;20;Xiaomi;Tai nghe
198;Vĩnh Long;Phường 2;12 Lê Thái Tổ, TP. Vĩnh Long (FPT Shop);SP020;Ổ cứng SSD Kingston 500GB;Đồ điện tử;2;1.190.000;0;0;2.380.000;2.648.000;20;Kingston;Linh kiện
199;TP. Hồ Chí Minh;Phường Phạm Ngũ Lão;3A Lê Lai (Di Động Việt);SP012;Tai nghe Samsung Galaxy Buds FE;Đồ điện tử;1;1.590.000;1;159;1.590.000;1.602.000;20;Samsung;Tai nghe
200;TP. Hồ Chí Minh;Phường Bến Thành;136 Nguyễn Thái Học (Thế Giới Di Động);SP011;Tai nghe AirPods 3;Đồ điện tử;2;3.990.000;1;798;7.980.000;7.925.000;20;Apple;Tai nghe
201;Đồng Nai;Phường Tân Hiệp;282 Phạm Văn Thuận (Thế Giới Di Động);SP020;Ổ cứng SSD Kingston 500GB;Đồ điện tử;6;1.190.000;0;0;7.140.000;7.879.000;20;Kingston;Linh kiện
202;Đồng Tháp;Phường Mỹ Phú;156 Điện Biên Phủ, TP. Cao Lãnh (CellphoneS);SP019;Bàn phím Logitech K380;Đồ điện tử;3;690;3;62;2.070.000;2.239.000;1;Logitech;Phụ kiện
203;Đồng Nai;Phường Trung Dũng;240 Đồng Khởi (FPT Shop);SP024;Samsung Galaxy Watch6;Đồ điện tử;5;5.490.000;1;2.745.000;27.450.000;27.220.000;20;Samsung;Đồng hồ thông minh
204;Đồng Nai;Phường Tân Tiến;389 Phạm Văn Thuận (Di Động Việt);SP007;MacBook Air M2;Đồ điện tử;2;23.990.000;12;5.758.000;47.980.000;46.472.000;20;Apple;Laptop
205;An Giang;Phường Mỹ Long;132 Trần Hưng Đạo, TP. Long Xuyên (FPT Shop);SP024;Samsung Galaxy Watch6;Đồ điện tử;1;5.490.000;0;0;5.490.000;6.074.000;20;Samsung;Đồng hồ thông minh
206;An Giang;Phường Mỹ Long;132 Trần Hưng Đạo, TP. Long Xuyên (FPT Shop);SP021;Sạc nhanh Anker 20W;Đồ điện tử;1;350;1;35;350;392;5;Anker;Phụ kiện
207;Đồng Nai;Phường Quyết Thắng;9-10 Đồng Khởi (Phong Vũ);SP024;Samsung Galaxy Watch6;Đồ điện tử;1;5.490.000;2;1.098.000;5.490.000;4.861.000;20;Samsung;Đồng hồ thông minh
208;Tây Ninh;Phường Trảng Bàng;152 QL22, Trảng Bàng (CellphoneS);SP026;Camera Xiaomi C300;Đồ điện tử;2;990;0;0;1.980.000;2.218.000;20;Xiaomi;Camera
209;Đồng Nai;Phường Trảng Dài;395 Phạm Văn Thuận (CellphoneS);SP018;Chuột Logitech M331;Đồ điện tử;1;390;7;27;390;434;20;Logitech;Phụ kiện
210;Cần Thơ;Phường Xuân Khánh;24B Nguyễn Trãi (Di Động Việt);SP013;Tai nghe Xiaomi Redmi Buds 5;Đồ điện tử;2;990;7;139;1.980.000;2.050.000;1;Xiaomi;Tai nghe
211;TP. Hồ Chí Minh;Phường Tân Định;157-159 Nguyễn Thị Minh Khai (Phong Vũ);SP021;Sạc nhanh Anker 20W;Đồ điện tử;1;350;7;25;350;392;20;Anker;Phụ kiện
212;TP. Hồ Chí Minh;Phường Bến Thành;136 Nguyễn Thái Học (Thế Giới Di Động);SP014;Loa Bluetooth JBL Go 4;Đồ điện tử;2;1.190.000;5;119;2.380.000;2.509.000;20;JBL;Loa
213;TP. Hồ Chí Minh;Phường Phạm Ngũ Lão;3A Lê Lai (Di Động Việt);SP009;Laptop HP Pavilion 14;Đồ điện tử;1;15.990.000;12;1.919.000;15.990.000;15.508.000;20;HP;Laptop
214;Đồng Nai;Phường Quyết Thắng;9-10 Đồng Khởi (Phong Vũ);SP002;Samsung Galaxy S24;Đồ điện tử;1;18.990.000;12;2.279.000;18.990.000;18.400.000;20;Samsung;Điện thoại
215;TP. Hồ Chí Minh;Phường Võ Thị Sáu;202 Nguyễn Thị Minh Khai (FPT Shop);SP010;Laptop Asus Vivobook 15;Đồ điện tử;2;12.990.000;5;1.299.000;25.980.000;27.171.000;20;Asus;Laptop
216;Vĩnh Long;Phường 2;12 Lê Thái Tổ, TP. Vĩnh Long (FPT Shop);SP015;Smart TV Samsung 43 inch;Đồ điện tử;1;7.990.000;3;240;7.990.000;8.550.000;20;Samsung;Tivi
217;TP. Hồ Chí Minh;Phường Tân Định;157-159 Nguyễn Thị Minh Khai (Phong Vũ);SP003;iPhone 15;Đồ điện tử;1;19.990.000;0;0;19.990.000;22.011.000;20;Apple;Điện thoại
218;Đồng Tháp;Phường Mỹ Phú;156 Điện Biên Phủ, TP. Cao Lãnh (CellphoneS);SP018;Chuột Logitech M331;Đồ điện tử;3;390;3;35;1.170.000;1.271.000;4;Logitech;Phụ kiện
219;Vĩnh Long;Phường 1;33/1 Phạm Thái Bường, TP. Vĩnh Long (Thế Giới Di Động);SP004;iPhone 14;Đồ điện tử;1;16.990.000;1;1.699.000;16.990.000;16.845.000;20;Apple;Điện thoại
220;TP. Hồ Chí Minh;Phường Bến Thành;136 Nguyễn Thái Học (Thế Giới Di Động);SP007;MacBook Air M2;Đồ điện tử;3;23.990.000;1;7.197.000;71.970.000;71.295.000;20;Apple;Laptop
221;Đồng Nai;Phường Quyết Thắng;9-10 Đồng Khởi (Phong Vũ);SP009;Laptop HP Pavilion 14;Đồ điện tử;2;15.990.000;12;3.838.000;31.980.000;30.984.000;3;HP;Laptop
222;Vĩnh Long;Phường 3;56 Nguyễn Huệ, TP. Vĩnh Long (CellphoneS);SP026;Camera Xiaomi C300;Đồ điện tử;6;990;5;297;5.940.000;6.232.000;20;Xiaomi;Camera
223;Tây Ninh;Phường 1;464 Đường 30 Tháng 4, TP. Tây Ninh (FPT Shop);SP009;Laptop HP Pavilion 14;Đồ điện tử;4;15.990.000;5;3.198.000;63.960.000;66.856.000;20;HP;Laptop
224;An Giang;Phường Mỹ Bình;311 Trần Hưng Đạo, TP. Long Xuyên (Thế Giới Di Động);SP024;Samsung Galaxy Watch6;Đồ điện tử;2;5.490.000;5;549;10.980.000;11.514.000;20;Samsung;Đồng hồ thông minh
225;Tây Ninh;Phường Trảng Bàng;152 QL22, Trảng Bàng (CellphoneS);SP014;Loa Bluetooth JBL Go 4;Đồ điện tử;4;1.190.000;12;571;4.760.000;4.638.000;14;JBL;Loa
226;Vĩnh Long;Phường 3;56 Nguyễn Huệ, TP. Vĩnh Long (CellphoneS);SP001;Samsung Galaxy A15;Đồ điện tử;3;4.590.000;2;2.754.000;13.770.000;12.158.000;20;Samsung;Điện thoại
227;TP. Hồ Chí Minh;Phường 14;55B Trần Quang Khải (CellphoneS);SP006;Xiaomi Pad 6;Đồ điện tử;2;7.990.000;2;3.196.000;15.980.000;14.087.000;20;Xiaomi;Máy tính bảng
228;Vĩnh Long;Phường 3;56 Nguyễn Huệ, TP. Vĩnh Long (CellphoneS);SP008;Laptop Dell Inspiron 15;Đồ điện tử;2;13.990.000;0;0;27.980.000;30.808.000;2;Dell;Laptop
229;TP. Hồ Chí Minh;Phường Võ Thị Sáu;202 Nguyễn Thị Minh Khai (FPT Shop);SP026;Camera Xiaomi C300;Đồ điện tử;3;990;0;0;2.970.000;3.289.000;20;Xiaomi;Camera
230;Đồng Tháp;Phường Mỹ Phú;156 Điện Biên Phủ, TP. Cao Lãnh (CellphoneS);SP006;Xiaomi Pad 6;Đồ điện tử;1;7.990.000;2;1.598.000;7.990.000;7.059.000;20;Xiaomi;Máy tính bảng
231;Vĩnh Long;Phường 3;56 Nguyễn Huệ, TP. Vĩnh Long (CellphoneS);SP005;Xiaomi Redmi Note 13;Đồ điện tử;2;4.990.000;5;499;9.980.000;10.464.000;20;Xiaomi;Điện thoại
232;Đồng Tháp;Phường Mỹ Phú;156 Điện Biên Phủ, TP. Cao Lãnh (CellphoneS);SP022;Cáp sạc Type-C Anker;Đồ điện tử;1;190;12;23;190;206;3;Anker;Phụ kiện
233;Cần Thơ;Phường Xuân Khánh;24B Nguyễn Trãi (Di Động Việt);SP019;Bàn phím Logitech K380;Đồ điện tử;3;690;2;414;2.070.000;1.867.000;20;Logitech;Phụ kiện
234;Cà Mau;Phường 7;20 Nguyễn Trãi, TP. Cà Mau (CellphoneS);SP005;Xiaomi Redmi Note 13;Đồ điện tử;2;4.990.000;12;1.198.000;9.980.000;9.705.000;20;Xiaomi;Điện thoại
235;Tây Ninh;Phường 3;921 Cách Mạng Tháng 8, TP. Tây Ninh (Thế Giới Di Động);SP008;Laptop Dell Inspiron 15;Đồ điện tử;2;13.990.000;3;839;27.980.000;29.885.000;20;Dell;Laptop
236;Đồng Nai;Phường Tân Hiệp;282 Phạm Văn Thuận (Thế Giới Di Động);SP018;Chuột Logitech M331;Đồ điện tử;1;390;0;0;390;474;20;Logitech;Phụ kiện
237;Đồng Nai;Phường Trung Dũng;240 Đồng Khởi (FPT Shop);SP016;Smart TV LG 55 inch;Đồ điện tử;2;11.990.000;5;1.199.000;23.980.000;25.077.000;20;LG;Tivi
238;An Giang;Phường Mỹ Bình;311 Trần Hưng Đạo, TP. Long Xuyên (Thế Giới Di Động);SP002;Samsung Galaxy S24;Đồ điện tử;1;18.990.000;0;0;18.990.000;20.917.000;1;Samsung;Điện thoại
239;TP. Hồ Chí Minh;Phường Tân Định;157-159 Nguyễn Thị Minh Khai (Phong Vũ);SP019;Bàn phím Logitech K380;Đồ điện tử;1;690;7;48;690;728;20;Logitech;Phụ kiện
