STT;Ma_ky_bao_cao;Nam_bao_cao;Tuan_bao_cao;Loai_luong_(XNK);Ten_nuoc_doi_tac;Mo_hang_hoa;Don_vi_so_luong;So_luong;So_luong_thay_the;Trong_luong_tinh_kg;Gia_tri_CIF_(USD);Gia_tri_FOB_(USD);Gia_tri_chinh_(USD)
687;20150101;2015;52;Nhập khẩu;Trung Quốc;Điện thoại (kể cả di động) và thiết bị truyền dữ liệu;chiếc/đơn vị;76732,081;0;25363,177;13419467,98;0;13419467,98
688;20150101;2015;52;Nhập khẩu;Thế giới;Thiết bị phát sóng vô tuyến/truyền hình, camera;chiếc/đơn vị;5177;5177;155;48818;44688;48818
690;20150101;2015;52;Nhập khẩu;Thế giới;Màn hình, máy chiếu, thiết bị thu truyền hình;chiếc/đơn vị;70;70;32;2887;2587;2887
694;20150101;2015;52;Nhập khẩu;Trung Quốc;Mạch tích hợp điện tử;chiếc/đơn vị;14748,036;0;48;15653;13807;15653
697;20150101;2015;52;Xuất khẩu;Thế giới;Máy xử lý dữ liệu tự động (máy tính) và bộ phận;chiếc/đơn vị;3245;3245;957;0;181774;181774
706;20160101;2016;52;Nhập khẩu;Hàn Quốc;Máy in, máy photocopy, máy fax và phụ tùng;kg;27,97;27,97;27,97;834,22;824,37;834,22
712;20160101;2016;52;Nhập khẩu;Hy Lạp;Máy in, máy photocopy, máy fax và phụ tùng;chiếc/đơn vị;23;23;164;1883,826;0;1883,826
716;20160101;2016;52;Nhập khẩu;Thế giới;Máy xử lý dữ liệu tự động (máy tính) và bộ phận;chiếc/đơn vị;39555;39555;16516,75;3736739,8;3576678,85;3736739,8
717;20160101;2016;52;Nhập khẩu;Malaysia;Máy xử lý dữ liệu tự động (máy tính) và bộ phận;chiếc/đơn vị;2576;2576;505,43;121830,95;113676,97;121830,95
718;20160101;2016;52;Nhập khẩu;Trung Quốc;Máy xử lý dữ liệu tự động (máy tính) và bộ phận;chiếc/đơn vị;35078;35078;15185,75;3505497,41;3362143,07;3505497,41
719;20160101;2016;52;Nhập khẩu;Thái Lan;Máy xử lý dữ liệu tự động (máy tính) và bộ phận;chiếc/đơn vị;1901;1901;825,57;109411,44;100858,81;109411,44
720;20160101;2016;52;Nhập khẩu;Thế giới;Máy xử lý dữ liệu tự động (máy tính) và bộ phận;chiếc/đơn vị;11960;11960;8510,786;2168869,895;0;2168869,895
721;20160101;2016;52;Nhập khẩu;Bỉ;Máy xử lý dữ liệu tự động (máy tính) và bộ phận;chiếc/đơn vị;294;294;153;48808,688;0;48808,688
722;20160101;2016;52;Nhập khẩu;Đức;Máy xử lý dữ liệu tự động (máy tính) và bộ phận;chiếc/đơn vị;414;414;1032,786;138115,964;0;138115,964
723;20160101;2016;52;Nhập khẩu;Hungary;Máy xử lý dữ liệu tự động (máy tính) và bộ phận;chiếc/đơn vị;1470;1470;2309;84682,824;0;84682,824
725;20160101;2016;52;Nhập khẩu;Hà Lan;Máy xử lý dữ liệu tự động (máy tính) và bộ phận;chiếc/đơn vị;442;442;720;25849,874;0;25849,874
728;20160101;2016;52;Nhập khẩu;Slovakia;Máy xử lý dữ liệu tự động (máy tính) và bộ phận;chiếc/đơn vị;9191;9191;4140;1859088,782;0;1859088,782
729;20160101;2016;52;Nhập khẩu;Trung Quốc;Máy xử lý dữ liệu tự động (máy tính) và bộ phận;chiếc/đơn vị;123;123;127;5455,235;0;5455,235
786;20160101;2016;52;Nhập khẩu;Israel;Điện thoại (kể cả di động) và thiết bị truyền dữ liệu;chiếc/đơn vị;60;60;20;4530,58;4347,4;4530,58
787;20160101;2016;52;Nhập khẩu;Hàn Quốc;Điện thoại (kể cả di động) và thiết bị truyền dữ liệu;chiếc/đơn vị;262790;262790;18373,12;616336,07;592843,9;616336,07
788;20160101;2016;52;Nhập khẩu;Châu Á khác (chưa xác định);Điện thoại (kể cả di động) và thiết bị truyền dữ liệu;chiếc/đơn vị;15967;15967;1105,95;39933,41;39558,68;39933,41
792;20160101;2016;52;Nhập khẩu;Úc;Điện thoại (kể cả di động) và thiết bị truyền dữ liệu;chiếc/đơn vị;51,168;0;160;5135,137;0;5135,137
794;20160101;2016;52;Nhập khẩu;Séc;Điện thoại (kể cả di động) và thiết bị truyền dữ liệu;chiếc/đơn vị;395;395;176;6338,049;0;6338,049
796;20160101;2016;52;Nhập khẩu;Hungary;Điện thoại (kể cả di động) và thiết bị truyền dữ liệu;chiếc/đơn vị;1268;1268;547;30025,283;0;30025,283
802;20160101;2016;52;Nhập khẩu;Thế giới;Thiết bị phát sóng vô tuyến/truyền hình, camera;chiếc/đơn vị;2725;2725;784,96;492438,98;413935,09;492438,98
804;20160101;2016;52;Nhập khẩu;Thế giới;Thiết bị phát sóng vô tuyến/truyền hình, camera;chiếc/đơn vị;268;268;94,419;91177,529;0;91177,529
806;20160101;2016;52;Nhập khẩu;Đức;Thiết bị phát sóng vô tuyến/truyền hình, camera;chiếc/đơn vị;117;117;51,419;61897,067;0;61897,067
807;20160101;2016;52;Nhập khẩu;Slovakia;Thiết bị phát sóng vô tuyến/truyền hình, camera;chiếc/đơn vị;150;150;42;28844,428;0;28844,428
808;20160101;2016;52;Nhập khẩu;Thế giới;Màn hình, máy chiếu, thiết bị thu truyền hình;chiếc/đơn vị;448420;448420;137158,18;5772610,41;5609968,57;5772610,41
809;20160101;2016;52;Nhập khẩu;Trung Quốc;Màn hình, máy chiếu, thiết bị thu truyền hình;chiếc/đơn vị;388710;388710;72812,18;3537085,85;3451643,57;3537085,85
810;20160101;2016;52;Nhập khẩu;Trung Quốc;Màn hình, máy chiếu, thiết bị thu truyền hình;chiếc/đơn vị;59710;59710;64346;2235524,56;2158325;2235524,56
811;20160101;2016;52;Nhập khẩu;Thế giới;Màn hình, máy chiếu, thiết bị thu truyền hình;chiếc/đơn vị;30382;30382;34177;1319360,973;0;1319360,973
812;20160101;2016;52;Nhập khẩu;Bỉ;Màn hình, máy chiếu, thiết bị thu truyền hình;chiếc/đơn vị;181;181;323;23647,646;0;23647,646
813;20160101;2016;52;Nhập khẩu;Hàn Quốc;Màn hình, máy chiếu, thiết bị thu truyền hình;chiếc/đơn vị;30200;30200;33844;1293916,594;0;1293916,594
817;20160101;2016;52;Nhập khẩu;Hồng Kông (Trung Quốc);Mạch tích hợp điện tử;chiếc/đơn vị;456500;456500;1845,47;47358,32;45445,99;47358,32
818;20160101;2016;52;Nhập khẩu;Nhật Bản;Mạch tích hợp điện tử;chiếc/đơn vị;3075859;3075859;6672,67;208551,65;201931,48;208551,65
820;20160101;2016;52;Nhập khẩu;Malaysia;Mạch tích hợp điện tử;chiếc/đơn vị;162800;162800;871,23;29776,62;28902,39;29776,62
821;20160101;2016;52;Nhập khẩu;Mexico;Mạch tích hợp điện tử;chiếc/đơn vị;6631;6631;38,64;1544,69;1517,74;1544,69
822;20160101;2016;52;Nhập khẩu;Châu Á khác (chưa xác định);Mạch tích hợp điện tử;chiếc/đơn vị;4160242;4160242;87181,75;2786382,8;2714004,16;2786382,8
823;20160101;2016;52;Nhập khẩu;Philippines;Mạch tích hợp điện tử;chiếc/đơn vị;157500;157500;906,92;37169,89;36479,36;37169,89
824;20160101;2016;52;Nhập khẩu;Singapore;Mạch tích hợp điện tử;chiếc/đơn vị;223136;223136;4937,35;208614,78;203757,5;208614,78
825;20160101;2016;52;Nhập khẩu;Trung Quốc;Mạch tích hợp điện tử;chiếc/đơn vị;197220;197220;1103,91;26875,7;26650,79;26875,7
827;20160101;2016;52;Nhập khẩu;Vương quốc Anh;Mạch tích hợp điện tử;chiếc/đơn vị;3000;3000;9,92;269,03;255,9;269,03
828;20160101;2016;52;Nhập khẩu;Hoa Kỳ;Mạch tích hợp điện tử;chiếc/đơn vị;592024;592024;5946,82;194680,2;190190,9;194680,2
840;20160101;2016;52;Nhập khẩu (hàng nước ngoài);Thế giới;Máy xử lý dữ liệu tự động (máy tính) và bộ phận;chiếc/đơn vị;937342;937342;0;0;117809820;117809820
843;20160101;2016;52;Nhập khẩu (hàng nước ngoài);Hàn Quốc;Máy xử lý dữ liệu tự động (máy tính) và bộ phận;chiếc/đơn vị;3111;3111;0;0;360229,381;360229,381
844;20160101;2016;52;Nhập khẩu (hàng nước ngoài);Malaysia;Máy xử lý dữ liệu tự động (máy tính) và bộ phận;chiếc/đơn vị;3017;3017;0;0;217821,695;217821,695
846;20160101;2016;52;Nhập khẩu (hàng nước ngoài);Trung Quốc;Máy xử lý dữ liệu tự động (máy tính) và bộ phận;chiếc/đơn vị;927010;927010;0;0;116844948,2;116844948,2
847;20160101;2016;52;Nhập khẩu (hàng nước ngoài);Thái Lan;Máy xử lý dữ liệu tự động (máy tính) và bộ phận;chiếc/đơn vị;4124;4124;0;0;378791,239;378791,239
864;20160101;2016;52;Nhập khẩu (hàng nước ngoài);Thế giới;Thiết bị phát sóng vô tuyến/truyền hình, camera;chiếc/đơn vị;63004;63004;0;0;3907702,365;3907702,365
865;20160101;2016;52;Nhập khẩu (hàng nước ngoài);Châu Á khác (chưa xác định);Thiết bị phát sóng vô tuyến/truyền hình, camera;chiếc/đơn vị;114;114;0;0;8885,908;8885,908
866;20160101;2016;52;Nhập khẩu (hàng nước ngoài);Trung Quốc;Thiết bị phát sóng vô tuyến/truyền hình, camera;chiếc/đơn vị;62890;62890;0;0;3898816,458;3898816,458
876;20160101;2016;52;Nhập khẩu;Đức;Máy in, máy photocopy, máy fax và phụ tùng;kg;0,74;0;0,74;44;0;44
877;20160101;2016;52;Nhập khẩu;Ý;Máy in, máy photocopy, máy fax và phụ tùng;kg;19,308;0;19,308;1123;0;1123
878;20160101;2016;52;Nhập khẩu;Nhật Bản;Máy in, máy photocopy, máy fax và phụ tùng;kg;2604,851;0;2604,851;151501;0;151501
879;20160101;2016;52;Nhập khẩu;Hàn Quốc;Máy in, máy photocopy, máy fax và phụ tùng;kg;888,91;0;888,91;51700;0;51700
880;20160101;2016;52;Nhập khẩu;Mexico;Máy in, máy photocopy, máy fax và phụ tùng;kg;7,41;0;7,41;431;0;431
883;20160101;2016;52;Nhập khẩu;Hoa Kỳ;Máy in, máy photocopy, máy fax và phụ tùng;kg;70,975;0;70,975;4128;0;4128
884;20160101;2016;52;Nhập khẩu;Thế giới;Máy in, máy photocopy, máy fax và phụ tùng;chiếc/đơn vị;1002;1002;2130;19524,986;0;19524,986
886;20160101;2016;52;Nhập khẩu;Trung Quốc;Máy in, máy photocopy, máy fax và phụ tùng;chiếc/đơn vị;1001;1001;1980;19149,941;0;19149,941
889;20160101;2016;52;Nhập khẩu;Séc;Máy in, máy photocopy, máy fax và phụ tùng;chiếc/đơn vị;37;37;193;8839,727;0;8839,727
891;20160101;2016;52;Nhập khẩu;Hy Lạp;Máy in, máy photocopy, máy fax và phụ tùng;chiếc/đơn vị;929;929;7104;141913,82;0;141913,82
905;20160101;2016;52;Nhập khẩu;Trung Quốc;Máy xử lý dữ liệu tự động (máy tính) và bộ phận;chiếc/đơn vị;6588,575;0;15897,913;2626565;0;2626565
913;20160101;2016;52;Nhập khẩu;Châu Á khác (chưa xác định);Máy xử lý dữ liệu tự động (máy tính) và bộ phận;chiếc/đơn vị;234,41;0;386,632;75070;0;75070
917;20160101;2016;52;Nhập khẩu;Trung Quốc;Máy xử lý dữ liệu tự động (máy tính) và bộ phận;chiếc/đơn vị;375426,608;0;656470,167;50370511;0;50370511
923;20160101;2016;52;Nhập khẩu;Thế giới;Máy xử lý dữ liệu tự động (máy tính) và bộ phận;chiếc/đơn vị;9544;9544;9142;1608979,811;0;1608979,811
925;20160101;2016;52;Nhập khẩu;Bỉ;Máy xử lý dữ liệu tự động (máy tính) và bộ phận;chiếc/đơn vị;52;52;160;4284,822;0;4284,822
927;20160101;2016;52;Nhập khẩu;Đức;Máy xử lý dữ liệu tự động (máy tính) và bộ phận;chiếc/đơn vị;211;211;180;42420,951;0;42420,951
928;20160101;2016;52;Nhập khẩu;Hy Lạp;Máy xử lý dữ liệu tự động (máy tính) và bộ phận;chiếc/đơn vị;2237;2237;4278;427696,25;0;427696,25
929;20160101;2016;52;Nhập khẩu;Ý;Máy xử lý dữ liệu tự động (máy tính) và bộ phận;chiếc/đơn vị;281;281;219;49630,21;0;49630,21
932;20160101;2016;52;Nhập khẩu;Ba Lan;Máy xử lý dữ liệu tự động (máy tính) và bộ phận;chiếc/đơn vị;135;135;60;14867,921;0;14867,921
933;20160101;2016;52;Nhập khẩu;Trung Quốc;Máy xử lý dữ liệu tự động (máy tính) và bộ phận;chiếc/đơn vị;5750;5750;3665;951510,422;0;951510,422
934;20160101;2016;52;Nhập khẩu;Slovenia;Máy xử lý dữ liệu tự động (máy tính) và bộ phận;chiếc/đơn vị;405;405;215;46982,498;0;46982,498
1018;20160101;2016;52;Nhập khẩu;Áo;Điện thoại (kể cả di động) và thiết bị truyền dữ liệu;chiếc/đơn vị;37,647;0;13,008;6982;0;6982
1020;20160101;2016;52;Nhập khẩu;Hồng Kông (Trung Quốc);Điện thoại (kể cả di động) và thiết bị truyền dữ liệu;kg;16,055;0;0;3040;0;3040
1021;20160101;2016;52;Nhập khẩu;Hungary;Điện thoại (kể cả di động) và thiết bị truyền dữ liệu;kg;5,614;0;0;1063;0;1063
1022;20160101;2016;52;Nhập khẩu;Ireland;Điện thoại (kể cả di động) và thiết bị truyền dữ liệu;kg;4,97;0;0;941;0;941
1024;20160101;2016;52;Nhập khẩu;Nhật Bản;Điện thoại (kể cả di động) và thiết bị truyền dữ liệu;kg;49,554;0;0;9383;0;9383
1027;20160101;2016;52;Nhập khẩu;Mexico;Điện thoại (kể cả di động) và thiết bị truyền dữ liệu;kg;79,446;0;0;15043;0;15043
1028;20160101;2016;52;Nhập khẩu;Châu Á khác (chưa xác định);Điện thoại (kể cả di động) và thiết bị truyền dữ liệu;kg;351,12;0;0;66484;0;66484
1030;20160101;2016;52;Nhập khẩu;Slovakia;Điện thoại (kể cả di động) và thiết bị truyền dữ liệu;kg;0,069;0;0;13;0;13
1032;20160101;2016;52;Nhập khẩu;Thái Lan;Điện thoại (kể cả di động) và thiết bị truyền dữ liệu;kg;560,675;0;0;106163;0;106163
1035;20160101;2016;52;Nhập khẩu;Áo;Điện thoại (kể cả di động) và thiết bị truyền dữ liệu;chiếc/đơn vị;845;845;243;156955,525;0;156955,525
1037;20160101;2016;52;Nhập khẩu;Séc;Điện thoại (kể cả di động) và thiết bị truyền dữ liệu;chiếc/đơn vị;1374,277;0;1170;86606,305;0;86606,305
1039;20160101;2016;52;Nhập khẩu;Đức;Điện thoại (kể cả di động) và thiết bị truyền dữ liệu;chiếc/đơn vị;55479,682;0;13577;1855887,808;0;1855887,808
1040;20160101;2016;52;Nhập khẩu;Hy Lạp;Điện thoại (kể cả di động) và thiết bị truyền dữ liệu;chiếc/đơn vị;31668,829;0;8142;5649270,955;0;5649270,955
1041;20160101;2016;52;Nhập khẩu;Ý;Điện thoại (kể cả di động) và thiết bị truyền dữ liệu;chiếc/đơn vị;5619;5619;2155;1449975,409;0;1449975,409
1042;20160101;2016;52;Nhập khẩu;Hà Lan;Điện thoại (kể cả di động) và thiết bị truyền dữ liệu;chiếc/đơn vị;35;35;162;21697,513;0;21697,513
1043;20160101;2016;52;Nhập khẩu;Ba Lan;Điện thoại (kể cả di động) và thiết bị truyền dữ liệu;chiếc/đơn vị;2616;2616;801;489398,344;0;489398,344
1044;20160101;2016;52;Nhập khẩu;Romania;Điện thoại (kể cả di động) và thiết bị truyền dữ liệu;chiếc/đơn vị;2962;2962;976;485506,473;0;485506,473
1045;20160101;2016;52;Nhập khẩu;Slovakia;Điện thoại (kể cả di động) và thiết bị truyền dữ liệu;chiếc/đơn vị;106;106;45;40116,379;0;40116,379
1046;20160101;2016;52;Nhập khẩu;Trung Quốc;Điện thoại (kể cả di động) và thiết bị truyền dữ liệu;chiếc/đơn vị;58420;58420;23487;20455028,38;0;20455028,38
1047;20160101;2016;52;Nhập khẩu;Slovenia;Điện thoại (kể cả di động) và thiết bị truyền dữ liệu;chiếc/đơn vị;3414;3414;1428;1015479,454;0;1015479,454
1048;20160101;2016;52;Nhập khẩu;Tây Ban Nha;Điện thoại (kể cả di động) và thiết bị truyền dữ liệu;chiếc/đơn vị;970;970;291;214816,665;0;214816,665
1049;20160101;2016;52;Nhập khẩu;Thế giới;Điện thoại (kể cả di động) và thiết bị truyền dữ liệu;chiếc/đơn vị;30,186;0;3,2;5598,26;5042,97;5598,26
1067;20160101;2016;52;Nhập khẩu;Trung Quốc;Màn hình, máy chiếu, thiết bị thu truyền hình;chiếc/đơn vị;14,171;0;70,369;2564;0;2564
1071;20160101;2016;52;Nhập khẩu;Trung Quốc;Màn hình, máy chiếu, thiết bị thu truyền hình;chiếc/đơn vị;44442,195;0;268478,565;18109842;0;18109842
1072;20160101;2016;52;Nhập khẩu;Thế giới;Màn hình, máy chiếu, thiết bị thu truyền hình;chiếc/đơn vị;75;75;2050;1340,644;0;1340,644
1077;20160101;2016;52;Nhập khẩu;Trung Quốc;Mạch tích hợp điện tử;chiếc/đơn vị;3414742,244;0;1748,488;3493877;0;3493877
1084;20160101;2016;52;Nhập khẩu;Malaysia;Mạch tích hợp điện tử;chiếc/đơn vị;8676153,102;0;3351,686;25444976;0;25444976
1086;20160101;2016;52;Nhập khẩu;Châu Á khác (chưa xác định);Mạch tích hợp điện tử;chiếc/đơn vị;1351170,379;0;402,316;1846015;0;1846015
1092;20160101;2016;52;Nhập khẩu;Thế giới;Mạch tích hợp điện tử;chiếc/đơn vị;5648,45;0;52;18802,961;0;18802,961
1097;20160101;2016;52;Xuất khẩu;Thái Lan;Máy in, máy photocopy, máy fax và phụ tùng;kg;28,577;0;28,577;0;1817;1817
1101;20160101;2016;52;Xuất khẩu;Trung Quốc;Máy xử lý dữ liệu tự động (máy tính) và bộ phận;chiếc/đơn vị;1362182,332;0;2430947,969;0;407935111;407935111
1131;20160101;2016;52;Xuất khẩu;Hàn Quốc;Điện thoại (kể cả di động) và thiết bị truyền dữ liệu;kg;571,7;0;0;0;91177;91177
1135;20160101;2016;52;Xuất khẩu;Hoa Kỳ;Điện thoại (kể cả di động) và thiết bị truyền dữ liệu;kg;1584,07;0;0;0;252634;252634
1138;20160101;2016;52;Xuất khẩu;Thế giới;Màn hình, máy chiếu, thiết bị thu truyền hình;chiếc/đơn vị;2845258,867;0;5768587,225;0;256790867;256790867
1155;20160101;2016;52;Nhập khẩu;Úc;Máy in, máy photocopy, máy fax và phụ tùng;kg;85;85;85;670,533;0;670,533
1157;20160101;2016;52;Nhập khẩu;Nhật Bản;Máy in, máy photocopy, máy fax và phụ tùng;chiếc/đơn vị;11;11;757;33768,952;0;33768,952
1158;20160101;2016;52;Nhập khẩu;Philippines;Máy in, máy photocopy, máy fax và phụ tùng;chiếc/đơn vị;1890;1890;20454;201115,528;0;201115,528
1161;20160101;2016;52;Nhập khẩu;Thế giới;Máy xử lý dữ liệu tự động (máy tính) và bộ phận;chiếc/đơn vị;1945191,125;0;734606,573;336214349,3;0;336214349,3
1162;20160101;2016;52;Nhập khẩu;Trung Quốc;Máy xử lý dữ liệu tự động (máy tính) và bộ phận;chiếc/đơn vị;953;953;715;25453,684;0;25453,684
