Location_ID,Province,District,Address
392,Đồng Nai,Phường Long Khánh,487 Điện Biên Phủ
393,TP. Hồ Chí Minh,Phường Thủ Đức,521 Trần Hưng Đạo
394,TP. Hồ Chí Minh,Phường Bến Thành,317 Phạm Văn Đồng
395,Đồng Nai,Xã Nhơn Trạch,104 Điện Biên Phủ
396,TP. Hồ Chí Minh,Phường Chợ Lớn,485 Phạm Văn Đồng
397,Đồng Nai,Xã Định Quán,465 Pasteur
398,Đồng Nai,Xã Long Thành,497 Nguyễn Huệ
399,Đồng Nai,Phường Biên Hòa,162 Pasteur
400,Đồng Nai,Phường Trấn Biên,88 Pasteur
401,Cà Mau,Phường Cà Mau,100 Lý Thường Kiệt
402,TP. Hồ Chí Minh,Phường Bến Thành,126 Nam Kỳ Khởi Nghĩa
403,Cà Mau,Xã Đầm Dơi,364 Nam Kỳ Khởi Nghĩa
404,Tây Ninh,Xã Dương Minh Châu,349 Phạm Văn Đồng
405,Đồng Tháp,Xã Tháp Mười,462 Lý Thường Kiệt
406,TP. Hồ Chí Minh,Phường Sài Gòn,566 Nguyễn Văn Cừ
407,TP. Hồ Chí Minh,Phường Bến Thành,212 Điện Biên Phủ
408,TP. Hồ Chí Minh,Phường Tân Định,528 Phạm Văn Đồng
409,Đồng Nai,Phường Trấn Biên,235 Nguyễn Văn Cừ
410,TP. Hồ Chí Minh,Phường An Khánh,292 Võ Văn Kiệt
411,Cần Thơ,Phường Bình Thủy,73 Nam Kỳ Khởi Nghĩa
412,TP. Hồ Chí Minh,Phường An Khánh,77 Pasteur
413,Cần Thơ,Phường Bình Thủy,194 Phạm Văn Đồng
414,Tây Ninh,Xã Dương Minh Châu,447 Điện Biên Phủ
415,Cà Mau,Phường Cà Mau,438 Quang Trung
416,TP. Hồ Chí Minh,Phường Chợ Lớn,91 Hai Bà Trưng
417,TP. Hồ Chí Minh,Phường Thủ Đức,87 Phạm Văn Đồng
418,Đồng Nai,Xã Định Quán,88 Nguyễn Văn Cừ
419,Cà Mau,Xã Ngọc Hiển,119 Nguyễn Trãi
420,Cần Thơ,Xã Phong Điền,60 Lê Lợi
421,Tây Ninh,Phường Tây Ninh,492 Cách Mạng Tháng Tám
422,Cần Thơ,Xã Phong Điền,129 Cách Mạng Tháng Tám
423,An Giang,Xã Chợ Mới,461 Lê Lợi
424,TP. Hồ Chí Minh,Phường Thủ Đức,534 Lý Thường Kiệt
425,Cần Thơ,Xã Phong Điền,518 Điện Biên Phủ
426,TP. Hồ Chí Minh,Phường An Khánh,4 Lý Thường Kiệt
427,TP. Hồ Chí Minh,Phường Bình Thạnh,536 Nguyễn Huệ
428,TP. Hồ Chí Minh,Phường An Khánh,14 Nguyễn Huệ
429,Cà Mau,Xã Đầm Dơi,515 Cách Mạng Tháng Tám
430,Cần Thơ,Phường Ninh Kiều,421 Quang Trung
431,TP. Hồ Chí Minh,Phường Bình Thạnh,598 Quang Trung
432,TP. Hồ Chí Minh,Phường Bến Thành,292 Hai Bà Trưng
433,Đồng Tháp,Xã Lấp Vò,565 Cách Mạng Tháng Tám
434,Đồng Nai,Xã Nhơn Trạch,446 Cách Mạng Tháng Tám
435,Vĩnh Long,Xã Mang Thít,38 Nguyễn Trãi
436,Vĩnh Long,Xã Bình Minh,63 Võ Văn Kiệt
437,TP. Hồ Chí Minh,Phường Bến Thành,118 Điện Biên Phủ
438,TP. Hồ Chí Minh,Phường Tân Bình,299 Lê Lợi
439,Đồng Tháp,Xã Lấp Vò,472 Điện Biên Phủ
440,TP. Hồ Chí Minh,Phường An Khánh,199 Lý Thường Kiệt
441,Vĩnh Long,Xã Bình Minh,190 Hai Bà Trưng
442,Cần Thơ,Phường Bình Thủy,493 Nguyễn Văn Cừ
443,Đồng Nai,Xã Nhơn Trạch,1 Lý Thường Kiệt
444,Đồng Nai,Xã Nhơn Trạch,129 Điện Biên Phủ
445,TP. Hồ Chí Minh,Phường Chợ Lớn,576 Nguyễn Huệ
446,TP. Hồ Chí Minh,Phường Chợ Lớn,351 Nguyễn Văn Cừ
447,TP. Hồ Chí Minh,Phường Tân Bình,294 Quang Trung
448,Đồng Tháp,Phường Sa Đéc,420 Pasteur
449,Đồng Nai,Xã Long Thành,81 Lý Thường Kiệt
450,An Giang,Xã Tri Tôn,498 Lê Lợi
451,Tây Ninh,Xã Gò Dầu,160 Phạm Văn Đồng
452,TP. Hồ Chí Minh,Phường Tân Định,361 Võ Văn Kiệt
453,Vĩnh Long,Phường Vĩnh Long,349 Võ Văn Kiệt
454,Tây Ninh,Phường Trảng Bàng,82 Lê Lợi
455,TP. Hồ Chí Minh,Phường Tân Định,396 Nguyễn Huệ
456,Cà Mau,Xã Đầm Dơi,260 Nguyễn Trãi
457,TP. Hồ Chí Minh,Phường Bến Thành,408 Lê Lợi
458,TP. Hồ Chí Minh,Phường Sài Gòn,288 Lý Thường Kiệt
459,Cần Thơ,Phường Ô Môn,175 Võ Văn Kiệt
460,Đồng Tháp,Phường Sa Đéc,207 Quang Trung
461,TP. Hồ Chí Minh,Phường Tân Định,121 Nam Kỳ Khởi Nghĩa
462,Vĩnh Long,Xã Mang Thít,155 Võ Văn Kiệt
463,Cà Mau,Xã Trần Văn Thời,59 Pasteur
464,Đồng Nai,Phường Trấn Biên,131 Võ Văn Kiệt
465,Cần Thơ,Phường Thốt Nốt,424 Nguyễn Trãi
466,TP. Hồ Chí Minh,Phường Sài Gòn,460 Lý Thường Kiệt
467,An Giang,Phường Long Xuyên,258 Trần Hưng Đạo
468,Tây Ninh,Xã Tân Biên,114 Võ Văn Kiệt
469,Vĩnh Long,Xã Mang Thít,210 Lý Thường Kiệt
470,An Giang,Xã Tri Tôn,385 Nguyễn Văn Cừ
471,Vĩnh Long,Xã Long Hồ,417 Pasteur
472,Đồng Tháp,Xã Lai Vung,286 Điện Biên Phủ
473,Đồng Tháp,Xã Lấp Vò,184 Lý Thường Kiệt
474,TP. Hồ Chí Minh,Phường Sài Gòn,316 Lý Thường Kiệt
475,Tây Ninh,Xã Dương Minh Châu,399 Nam Kỳ Khởi Nghĩa
476,Đồng Tháp,Xã Lấp Vò,437 Trần Hưng Đạo
477,Đồng Tháp,Phường Cao Lãnh,554 Cách Mạng Tháng Tám
478,TP. Hồ Chí Minh,Phường Tân Bình,8 Võ Văn Kiệt
479,Đồng Nai,Xã Long Thành,383 Hai Bà Trưng
480,Cà Mau,Phường Cà Mau,390 Cách Mạng Tháng Tám
481,TP. Hồ Chí Minh,Phường Bình Thạnh,312 Nguyễn Huệ
482,Vĩnh Long,Phường Vĩnh Long,54 Nguyễn Huệ
483,Cần Thơ,Phường Ô Môn,167 Lê Lợi
484,Đồng Tháp,Phường Cao Lãnh,348 Hai Bà Trưng
485,TP. Hồ Chí Minh,Phường Bến Thành,365 Cách Mạng Tháng Tám
486,TP. Hồ Chí Minh,Phường Thủ Đức,255 Trần Hưng Đạo
487,Cần Thơ,Xã Phong Điền,231 Nam Kỳ Khởi Nghĩa
488,Đồng Tháp,Phường Cao Lãnh,452 Nguyễn Huệ
489,Đồng Nai,Phường Long Khánh,142 Hai Bà Trưng
490,Đồng Nai,Xã Long Thành,68 3 Tháng 2
491,Cà Mau,Xã Đầm Dơi,422 Võ Văn Kiệt
492,TP. Hồ Chí Minh,Phường Tân Bình,379 Hai Bà Trưng
493,TP. Hồ Chí Minh,Phường Tân Bình,57 Nguyễn Trãi
494,Đồng Tháp,Xã Lấp Vò,285 Cách Mạng Tháng Tám
495,Đồng Nai,Xã Long Thành,457 Phạm Văn Đồng
496,Cà Mau,Phường Cà Mau,458 Nguyễn Văn Cừ
497,TP. Hồ Chí Minh,Phường Thủ Đức,357 Nguyễn Văn Cừ
498,TP. Hồ Chí Minh,Phường Bến Thành,11 Nguyễn Huệ
499,Tây Ninh,Phường Trảng Bàng,535 Điện Biên Phủ
500,TP. Hồ Chí Minh,Phường Thủ Đức,513 Lê Lợi
501,Đồng Nai,Xã Long Thành,91 Cách Mạng Tháng Tám
502,TP. Hồ Chí Minh,Phường Sài Gòn,396 Quang Trung
503,TP. Hồ Chí Minh,Phường Bến Thành,124 Điện Biên Phủ
504,Đồng Tháp,Phường Cao Lãnh,297 Nguyễn Trãi
505,Đồng Nai,Xã Định Quán,496 Nguyễn Huệ
506,TP. Hồ Chí Minh,Phường Bến Thành,257 Nam Kỳ Khởi Nghĩa
507,Cà Mau,Xã Năm Căn,519 Lý Thường Kiệt
508,TP. Hồ Chí Minh,Phường Thủ Đức,6 Lê Lợi
509,TP. Hồ Chí Minh,Phường Thủ Đức,448 Nguyễn Huệ
510,An Giang,Phường Long Xuyên,477 Lê Lợi
511,TP. Hồ Chí Minh,Phường Sài Gòn,228 Pasteur
512,Đồng Nai,Xã Định Quán,51 Võ Văn Kiệt
513,TP. Hồ Chí Minh,Phường Chợ Lớn,185 Phạm Văn Đồng
514,An Giang,Xã Phú Tân,166 Võ Văn Kiệt
515,Đồng Nai,Xã Nhơn Trạch,206 Trần Hưng Đạo
516,Vĩnh Long,Xã Trà Ôn,551 Nguyễn Văn Cừ
517,Vĩnh Long,Xã Bình Minh,265 Lý Thường Kiệt
518,Đồng Nai,Phường Long Khánh,44 Cách Mạng Tháng Tám
519,TP. Hồ Chí Minh,Phường Chợ Lớn,480 3 Tháng 2
520,TP. Hồ Chí Minh,Phường Chợ Lớn,494 Nguyễn Trãi
521,Tây Ninh,Xã Gò Dầu,15 Điện Biên Phủ
522,TP. Hồ Chí Minh,Phường Sài Gòn,115 Cách Mạng Tháng Tám
523,An Giang,Xã Tịnh Biên,478 Nguyễn Văn Cừ
524,TP. Hồ Chí Minh,Phường Thủ Đức,300 Cách Mạng Tháng Tám
525,TP. Hồ Chí Minh,Phường An Khánh,419 Nam Kỳ Khởi Nghĩa
526,An Giang,Xã Tri Tôn,288 Điện Biên Phủ
527,TP. Hồ Chí Minh,Phường Tân Định,231 Hai Bà Trưng
528,TP. Hồ Chí Minh,Phường Bình Thạnh,479 Nguyễn Văn Cừ
529,Đồng Tháp,Xã Lấp Vò,211 Nguyễn Huệ
530,TP. Hồ Chí Minh,Phường Chợ Lớn,534 Hai Bà Trưng
531,TP. Hồ Chí Minh,Phường Thủ Đức,555 Hai Bà Trưng
532,An Giang,Xã Phú Tân,8 Nguyễn Trãi
533,An Giang,Xã Chợ Mới,514 Phạm Văn Đồng
534,Đồng Tháp,Xã Tháp Mười,489 Nguyễn Trãi
535,An Giang,Phường Châu Đốc,216 Nam Kỳ Khởi Nghĩa
536,Vĩnh Long,Xã Trà Ôn,124 Nam Kỳ Khởi Nghĩa
537,Cà Mau,Xã Đầm Dơi,345 3 Tháng 2
538,Tây Ninh,Xã Gò Dầu,28 Lý Thường Kiệt
539,TP. Hồ Chí Minh,Phường Tân Bình,425 Nam Kỳ Khởi Nghĩa
540,TP. Hồ Chí Minh,Phường Thủ Đức,202 Võ Văn Kiệt
541,An Giang,Xã Tịnh Biên,543 Điện Biên Phủ
542,Tây Ninh,Xã Châu Thành,370 3 Tháng 2
543,Đồng Nai,Xã Nhơn Trạch,447 Trần Hưng Đạo
544,Cần Thơ,Phường Ô Môn,376 Quang Trung
545,Đồng Nai,Xã Định Quán,444 Nguyễn Huệ
546,Cần Thơ,Phường Thốt Nốt,468 Hai Bà Trưng
547,Cà Mau,Xã Ngọc Hiển,294 Nguyễn Huệ
548,Tây Ninh,Xã Dương Minh Châu,590 Võ Văn Kiệt
549,TP. Hồ Chí Minh,Phường Bến Thành,549 Hai Bà Trưng
550,TP. Hồ Chí Minh,Phường Thủ Đức,7 Quang Trung
551,Cần Thơ,Phường Cái Răng,501 Nguyễn Trãi
552,An Giang,Phường Long Xuyên,210 Lê Lợi
553,Đồng Tháp,Xã Tháp Mười,505 Hai Bà Trưng
554,Tây Ninh,Xã Tân Biên,191 Nam Kỳ Khởi Nghĩa
555,An Giang,Phường Long Xuyên,489 Nam Kỳ Khởi Nghĩa
556,Tây Ninh,Xã Gò Dầu,404 Võ Văn Kiệt
557,TP. Hồ Chí Minh,Phường Chợ Lớn,591 Nguyễn Huệ
558,Tây Ninh,Xã Tân Biên,313 Nam Kỳ Khởi Nghĩa
559,TP. Hồ Chí Minh,Phường Thủ Đức,464 Nguyễn Trãi
560,Đồng Tháp,Xã Tháp Mười,565 Nguyễn Huệ
561,TP. Hồ Chí Minh,Phường An Khánh,163 Cách Mạng Tháng Tám
562,An Giang,Phường Châu Đốc,36 Phạm Văn Đồng
563,TP. Hồ Chí Minh,Phường Bến Thành,260 Điện Biên Phủ
564,Đồng Nai,Phường Long Khánh,149 Nguyễn Trãi
565,TP. Hồ Chí Minh,Phường Sài Gòn,398 Lý Thường Kiệt
566,TP. Hồ Chí Minh,Phường Tân Định,319 3 Tháng 2
567,TP. Hồ Chí Minh,Phường Sài Gòn,373 Pasteur
568,TP. Hồ Chí Minh,Phường Bình Thạnh,25 Nguyễn Văn Cừ
569,Đồng Nai,Xã Định Quán,127 Nguyễn Trãi
570,An Giang,Phường Long Xuyên,331 Trần Hưng Đạo
571,TP. Hồ Chí Minh,Phường Bình Thạnh,156 3 Tháng 2
572,Vĩnh Long,Xã Tam Bình,34 Nam Kỳ Khởi Nghĩa
573,Vĩnh Long,Xã Mang Thít,554 Nguyễn Huệ
574,Đồng Nai,Xã Long Thành,131 3 Tháng 2
575,TP. Hồ Chí Minh,Phường Sài Gòn,503 Lê Lợi
576,Đồng Nai,Xã Định Quán,342 Lê Lợi
577,Đồng Nai,Phường Long Khánh,29 Phạm Văn Đồng
578,Đồng Tháp,Phường Cao Lãnh,334 Quang Trung
579,Đồng Nai,Xã Long Thành,128 Trần Hưng Đạo
580,TP. Hồ Chí Minh,Phường Sài Gòn,295 Pasteur
581,An Giang,Phường Châu Đốc,554 Nguyễn Văn Cừ
582,Cần Thơ,Phường Ô Môn,534 3 Tháng 2
583,TP. Hồ Chí Minh,Phường An Khánh,136 Võ Văn Kiệt
584,Đồng Tháp,Xã Tháp Mười,429 Nguyễn Huệ
585,Vĩnh Long,Xã Tam Bình,21 Võ Văn Kiệt
586,An Giang,Phường Long Xuyên,144 Cách Mạng Tháng Tám
587,TP. Hồ Chí Minh,Phường Bình Thạnh,265 Lê Lợi
588,TP. Hồ Chí Minh,Phường Tân Định,113 3 Tháng 2
589,Đồng Tháp,Phường Sa Đéc,348 Nguyễn Huệ
590,Đồng Nai,Xã Long Thành,289 Cách Mạng Tháng Tám
591,TP. Hồ Chí Minh,Phường Thủ Đức,144 Nguyễn Trãi
592,TP. Hồ Chí Minh,Phường Sài Gòn,427 Hai Bà Trưng
593,Tây Ninh,Phường Tây Ninh,524 Pasteur
594,TP. Hồ Chí Minh,Phường Bình Thạnh,224 Võ Văn Kiệt
595,An Giang,Xã Phú Tân,328 Lê Lợi
596,Cần Thơ,Phường Bình Thủy,500 Trần Hưng Đạo
597,Đồng Nai,Xã Nhơn Trạch,11 Hai Bà Trưng
598,Cần Thơ,Phường Ô Môn,372 Pasteur
599,TP. Hồ Chí Minh,Phường Tân Định,386 Nguyễn Văn Cừ
600,Cần Thơ,Phường Cái Răng,154 Phạm Văn Đồng
601,TP. Hồ Chí Minh,Phường An Khánh,146 3 Tháng 2
602,TP. Hồ Chí Minh,Phường Bình Thạnh,482 Lê Lợi
603,Đồng Nai,Phường Long Khánh,436 Nguyễn Trãi
604,Tây Ninh,Xã Châu Thành,467 Trần Hưng Đạo
605,Cà Mau,Phường Cà Mau,55 Điện Biên Phủ
606,Đồng Nai,Phường Long Khánh,544 Pasteur
607,TP. Hồ Chí Minh,Phường Bến Thành,349 Nguyễn Trãi
608,Đồng Tháp,Phường Sa Đéc,588 Nguyễn Huệ
609,TP. Hồ Chí Minh,Phường Bình Thạnh,580 Quang Trung
610,An Giang,Xã Tri Tôn,295 Nguyễn Huệ
611,Tây Ninh,Xã Tân Biên,513 Điện Biên Phủ
612,TP. Hồ Chí Minh,Phường Chợ Lớn,165 Lê Lợi
613,TP. Hồ Chí Minh,Phường Chợ Lớn,173 Hai Bà Trưng
614,Cà Mau,Xã Trần Văn Thời,485 Pasteur
615,Tây Ninh,Phường Tây Ninh,500 Nguyễn Huệ
616,TP. Hồ Chí Minh,Phường Tân Định,128 Điện Biên Phủ
617,TP. Hồ Chí Minh,Phường Sài Gòn,194 Phạm Văn Đồng
618,An Giang,Phường Châu Đốc,213 Nguyễn Huệ
619,TP. Hồ Chí Minh,Phường Tân Định,66 3 Tháng 2
620,Đồng Tháp,Xã Tháp Mười,217 Nam Kỳ Khởi Nghĩa
621,TP. Hồ Chí Minh,Phường Bến Thành,436 Pasteur
622,Đồng Nai,Xã Định Quán,52 Võ Văn Kiệt
623,TP. Hồ Chí Minh,Phường Tân Định,147 Quang Trung
624,Đồng Nai,Xã Định Quán,207 Nguyễn Huệ
625,An Giang,Phường Long Xuyên,582 Điện Biên Phủ
626,TP. Hồ Chí Minh,Phường Sài Gòn,466 Pasteur
627,TP. Hồ Chí Minh,Phường An Khánh,275 Võ Văn Kiệt
628,TP. Hồ Chí Minh,Phường Sài Gòn,182 Lê Lợi
629,TP. Hồ Chí Minh,Phường Tân Định,398 Cách Mạng Tháng Tám
630,TP. Hồ Chí Minh,Phường Sài Gòn,70 Cách Mạng Tháng Tám
631,TP. Hồ Chí Minh,Phường Bến Thành,408 Nguyễn Trãi
632,Vĩnh Long,Phường Vĩnh Long,526 Quang Trung
633,TP. Hồ Chí Minh,Phường Bình Thạnh,188 Cách Mạng Tháng Tám
634,TP. Hồ Chí Minh,Phường Thủ Đức,558 Trần Hưng Đạo
635,Tây Ninh,Xã Tân Biên,573 Võ Văn Kiệt
636,Cà Mau,Xã Năm Căn,172 Nguyễn Trãi
637,Đồng Nai,Phường Long Khánh,330 Hai Bà Trưng
638,TP. Hồ Chí Minh,Phường Bình Thạnh,487 Điện Biên Phủ
639,Đồng Tháp,Phường Sa Đéc,599 Điện Biên Phủ
640,Tây Ninh,Phường Tây Ninh,551 Lê Lợi
641,Tây Ninh,Xã Tân Biên,71 Trần Hưng Đạo
642,An Giang,Xã Phú Tân,48 Điện Biên Phủ
643,Cà Mau,Xã Năm Căn,419 Trần Hưng Đạo
644,TP. Hồ Chí Minh,Phường Thủ Đức,375 3 Tháng 2
645,An Giang,Phường Long Xuyên,541 Điện Biên Phủ
646,TP. Hồ Chí Minh,Phường Thủ Đức,362 Hai Bà Trưng
647,TP. Hồ Chí Minh,Phường Thủ Đức,577 Hai Bà Trưng
648,TP. Hồ Chí Minh,Phường Bình Thạnh,228 Cách Mạng Tháng Tám
649,Cà Mau,Xã Trần Văn Thời,210 Quang Trung
650,TP. Hồ Chí Minh,Phường Chợ Lớn,230 3 Tháng 2
651,Vĩnh Long,Xã Bình Minh,30 Điện Biên Phủ
652,An Giang,Xã Phú Tân,191 Hai Bà Trưng
653,TP. Hồ Chí Minh,Phường Tân Bình,348 Nguyễn Trãi
654,Cà Mau,Xã Năm Căn,506 Nguyễn Văn Cừ
655,TP. Hồ Chí Minh,Phường Bình Thạnh,20 Quang Trung
656,An Giang,Xã Chợ Mới,243 Hai Bà Trưng
657,Cà Mau,Xã Đầm Dơi,590 Trần Hưng Đạo
658,TP. Hồ Chí Minh,Phường Thủ Đức,168 3 Tháng 2
659,TP. Hồ Chí Minh,Phường Tân Định,404 Điện Biên Phủ
660,Vĩnh Long,Xã Mang Thít,173 Điện Biên Phủ
661,TP. Hồ Chí Minh,Phường An Khánh,201 Lý Thường Kiệt
662,Đồng Nai,Phường Trấn Biên,424 Lý Thường Kiệt
663,Vĩnh Long,Xã Tam Bình,271 Phạm Văn Đồng
664,Vĩnh Long,Xã Tam Bình,67 Pasteur
665,Cần Thơ,Phường Bình Thủy,136 Nguyễn Văn Cừ
666,Cà Mau,Xã Ngọc Hiển,520 Phạm Văn Đồng
667,Cà Mau,Xã Đầm Dơi,320 Trần Hưng Đạo
668,TP. Hồ Chí Minh,Phường Chợ Lớn,409 Điện Biên Phủ
669,TP. Hồ Chí Minh,Phường Sài Gòn,516 Điện Biên Phủ
670,An Giang,Xã Tịnh Biên,494 Nguyễn Trãi
671,Cần Thơ,Xã Phong Điền,393 Pasteur
672,Đồng Nai,Xã Long Thành,249 Nam Kỳ Khởi Nghĩa
673,Cần Thơ,Xã Phong Điền,118 Nguyễn Văn Cừ
674,Vĩnh Long,Xã Mang Thít,2 Nguyễn Văn Cừ
675,TP. Hồ Chí Minh,Phường Tân Định,567 Lý Thường Kiệt
676,Đồng Nai,Phường Trấn Biên,373 Nguyễn Trãi
677,TP. Hồ Chí Minh,Phường Tân Định,63 Cách Mạng Tháng Tám
678,Cà Mau,Xã Ngọc Hiển,424 Phạm Văn Đồng
679,An Giang,Xã Tịnh Biên,141 Quang Trung
680,Đồng Tháp,Xã Tháp Mười,5 Nam Kỳ Khởi Nghĩa
681,Tây Ninh,Xã Tân Biên,226 Nam Kỳ Khởi Nghĩa
682,Đồng Nai,Phường Trấn Biên,233 Cách Mạng Tháng Tám
683,Đồng Nai,Xã Nhơn Trạch,108 Nam Kỳ Khởi Nghĩa
684,Đồng Nai,Phường Biên Hòa,111 Lê Lợi
685,Tây Ninh,Phường Tây Ninh,436 Nguyễn Huệ
686,Tây Ninh,Xã Châu Thành,54 Nguyễn Trãi
687,TP. Hồ Chí Minh,Phường Tân Định,299 Võ Văn Kiệt
688,TP. Hồ Chí Minh,Phường Tân Định,407 Lý Thường Kiệt
689,Tây Ninh,Xã Dương Minh Châu,34 Nguyễn Huệ
690,TP. Hồ Chí Minh,Phường Chợ Lớn,511 Điện Biên Phủ
691,Tây Ninh,Phường Tây Ninh,568 Hai Bà Trưng
692,Cần Thơ,Phường Thốt Nốt,185 Võ Văn Kiệt
693,TP. Hồ Chí Minh,Phường Bến Thành,22 Lý Thường Kiệt
694,Tây Ninh,Xã Gò Dầu,345 Lý Thường Kiệt
695,TP. Hồ Chí Minh,Phường Tân Định,270 Lý Thường Kiệt
696,TP. Hồ Chí Minh,Phường An Khánh,154 Điện Biên Phủ
697,TP. Hồ Chí Minh,Phường Tân Bình,385 Hai Bà Trưng
698,TP. Hồ Chí Minh,Phường An Khánh,479 Cách Mạng Tháng Tám
699,TP. Hồ Chí Minh,Phường Tân Bình,452 Nguyễn Huệ
700,TP. Hồ Chí Minh,Phường Bến Thành,345 Nguyễn Văn Cừ
701,TP. Hồ Chí Minh,Phường Chợ Lớn,313 Pasteur
702,Cần Thơ,Phường Bình Thủy,335 Hai Bà Trưng
703,Cà Mau,Phường Cà Mau,531 Võ Văn Kiệt
704,TP. Hồ Chí Minh,Phường Sài Gòn,291 Điện Biên Phủ
705,TP. Hồ Chí Minh,Phường Bình Thạnh,368 Nam Kỳ Khởi Nghĩa
706,Đồng Nai,Phường Biên Hòa,405 Lý Thường Kiệt
707,TP. Hồ Chí Minh,Phường Thủ Đức,361 Cách Mạng Tháng Tám
708,Đồng Tháp,Xã Tháp Mười,102 Cách Mạng Tháng Tám
709,Vĩnh Long,Xã Mang Thít,313 Nguyễn Huệ
710,Tây Ninh,Phường Tây Ninh,513 Trần Hưng Đạo
711,TP. Hồ Chí Minh,Phường Bình Thạnh,217 3 Tháng 2
712,Cần Thơ,Phường Thốt Nốt,207 Trần Hưng Đạo
713,Vĩnh Long,Xã Long Hồ,541 Nguyễn Văn Cừ
714,Tây Ninh,Xã Tân Biên,448 Võ Văn Kiệt
715,An Giang,Phường Long Xuyên,561 Lê Lợi
716,An Giang,Xã Tri Tôn,99 Nam Kỳ Khởi Nghĩa
717,Đồng Tháp,Phường Cao Lãnh,484 Nguyễn Huệ
718,TP. Hồ Chí Minh,Phường Bến Thành,102 Lý Thường Kiệt
719,TP. Hồ Chí Minh,Phường Tân Định,576 Pasteur
720,Cà Mau,Xã Ngọc Hiển,59 3 Tháng 2
721,Đồng Nai,Xã Nhơn Trạch,399 Pasteur
722,Cần Thơ,Xã Phong Điền,126 Nguyễn Văn Cừ
723,Cà Mau,Phường Cà Mau,357 Trần Hưng Đạo
724,Đồng Tháp,Phường Sa Đéc,510 Hai Bà Trưng
725,An Giang,Phường Long Xuyên,525 Nguyễn Huệ
726,An Giang,Xã Tịnh Biên,79 Nguyễn Trãi
727,TP. Hồ Chí Minh,Phường Tân Định,368 3 Tháng 2
728,Đồng Tháp,Phường Sa Đéc,24 Hai Bà Trưng
729,TP. Hồ Chí Minh,Phường Sài Gòn,265 Pasteur
730,Cần Thơ,Phường Thốt Nốt,247 Pasteur
731,Cần Thơ,Phường Ô Môn,74 Điện Biên Phủ
732,An Giang,Xã Phú Tân,347 Phạm Văn Đồng
733,An Giang,Phường Châu Đốc,411 Phạm Văn Đồng
734,Tây Ninh,Xã Tân Biên,595 Lê Lợi
735,TP. Hồ Chí Minh,Phường Sài Gòn,83 Lê Lợi
736,TP. Hồ Chí Minh,Phường Tân Định,257 Trần Hưng Đạo
737,TP. Hồ Chí Minh,Phường Bến Thành,542 Võ Văn Kiệt
738,Vĩnh Long,Xã Long Hồ,459 Nguyễn Huệ
739,Cà Mau,Xã Ngọc Hiển,71 Trần Hưng Đạo
740,Tây Ninh,Xã Châu Thành,254 Hai Bà Trưng
741,Vĩnh Long,Phường Vĩnh Long,80 Lý Thường Kiệt
742,Cần Thơ,Phường Thốt Nốt,290 3 Tháng 2
743,TP. Hồ Chí Minh,Phường Chợ Lớn,97 Võ Văn Kiệt
744,Đồng Nai,Phường Biên Hòa,480 Hai Bà Trưng
745,Vĩnh Long,Xã Mang Thít,478 Võ Văn Kiệt
746,An Giang,Xã Phú Tân,500 3 Tháng 2
747,Vĩnh Long,Phường Vĩnh Long,327 Nguyễn Văn Cừ
748,Đồng Tháp,Phường Sa Đéc,506 Lê Lợi
749,Cà Mau,Xã Ngọc Hiển,393 Lý Thường Kiệt
750,Cần Thơ,Phường Bình Thủy,342 Lê Lợi
751,TP. Hồ Chí Minh,Phường An Khánh,579 Nguyễn Văn Cừ
752,TP. Hồ Chí Minh,Phường An Khánh,399 Phạm Văn Đồng
753,Vĩnh Long,Xã Bình Minh,494 Nam Kỳ Khởi Nghĩa
754,An Giang,Xã Chợ Mới,562 Nguyễn Văn Cừ
755,TP. Hồ Chí Minh,Phường Chợ Lớn,286 Võ Văn Kiệt
756,Cà Mau,Phường Cà Mau,523 Lê Lợi
757,An Giang,Xã Tịnh Biên,309 Nguyễn Trãi
758,TP. Hồ Chí Minh,Phường Thủ Đức,525 Quang Trung
759,Cà Mau,Xã Trần Văn Thời,135 Nam Kỳ Khởi Nghĩa
760,TP. Hồ Chí Minh,Phường Sài Gòn,273 Lê Lợi
761,Đồng Nai,Phường Biên Hòa,99 Nguyễn Văn Cừ
762,TP. Hồ Chí Minh,Phường Thủ Đức,264 Võ Văn Kiệt
763,Tây Ninh,Phường Tây Ninh,236 Trần Hưng Đạo
764,Đồng Nai,Phường Long Khánh,6 Điện Biên Phủ
765,Tây Ninh,Xã Châu Thành,287 Lý Thường Kiệt
766,Đồng Nai,Phường Biên Hòa,379 Lý Thường Kiệt
767,An Giang,Xã Chợ Mới,329 Nguyễn Trãi
768,Đồng Tháp,Xã Tháp Mười,196 Phạm Văn Đồng
769,TP. Hồ Chí Minh,Phường An Khánh,597 Điện Biên Phủ
770,TP. Hồ Chí Minh,Phường Thủ Đức,323 Quang Trung
771,Đồng Nai,Phường Long Khánh,366 Nguyễn Văn Cừ
772,Cần Thơ,Phường Ninh Kiều,417 Cách Mạng Tháng Tám
773,Tây Ninh,Xã Dương Minh Châu,338 Điện Biên Phủ
774,TP. Hồ Chí Minh,Phường Tân Bình,229 Pasteur
775,Cà Mau,Xã Năm Căn,150 Cách Mạng Tháng Tám
776,TP. Hồ Chí Minh,Phường Sài Gòn,560 Lý Thường Kiệt
777,Cà Mau,Xã Đầm Dơi,214 Pasteur
